Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
278421,t4K5z0e2NZ,"Unit CTA1_01, Section CTA1_01-3",DEC03B,1,R2C1,12/09/2005 09:05,12/09/2005 09:05,12/09/2005 09:05,12/09/2005 09:05,3,3,,1,0,0,1,Identifying units,26
278768,t4K5z0e2NZ,"Unit CTA1_02, Section CTA1_02-4",REAL28,1,R6C1,29/09/2005 08:53,29/09/2005 08:53,29/09/2005 08:53,29/09/2005 08:53,6,6,,1,0,0,1,Entering a given,119
278891,t4K5z0e2NZ,"Unit ES_01, Section ES_01-6",EG22,4,-8+x-(-8) = 9-(-8),30/09/2005 08:35,30/09/2005 08:35,30/09/2005 08:35,30/09/2005 08:35,7,7,,1,0,0,1,"[SkillRule: Consolidate vars, no coeff; CLT]",24
279117,t4K5z0e2NZ,"Unit CTA1_04, Section CTA1_04-3",L2FB15C,1,30 = -6.79+0.27C,14/10/2005 08:43,14/10/2005 08:43,14/10/2005 08:43,14/10/2005 08:43,7,7,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",23~~4
279391,t4K5z0e2NZ,"Unit ES_02, Section ES_02-7",EG41,4,-32 = x/-8*-8,20/10/2005 08:47,20/10/2005 08:47,20/10/2005 08:47,20/10/2005 08:47,3,3,,1,0,0,1,,
279537,t4K5z0e2NZ,"Unit CTA1_13, Section CTA1_13-1",PROP03,1,R3C2,21/10/2005 09:07,21/10/2005 09:07,21/10/2005 09:07,21/10/2005 09:07,9,9,,1,0,0,1,"Using small numbers~~Write expression, positive slope~~Using difficult numbers",119~~47~~37
279961,t4K5z0e2NZ,"Unit CTA1_06, Section CTA1_06-4",L6FB19,1,1.8C = 631,11/11/2005 09:45,11/11/2005 09:45,11/11/2005 09:45,11/11/2005 09:45,8,8,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",59~~128
280285,t4K5z0e2NZ,"Unit ES_03, Section ES_03-7",LIT11,1,-m = s-2,02/12/2005 10:22,02/12/2005 10:23,02/12/2005 10:23,02/12/2005 10:23,45,45,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Make variable positive; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",170~~11
280492,t4K5z0e2NZ,"Unit CTA1_08, Section CTA1_08-3",L5FB02,1,R1C2,13/12/2005 10:19,13/12/2005 10:20,13/12/2005 10:20,13/12/2005 10:20,19,19,,1,0,0,1,,
280869,t4K5z0e2NZ,"Unit ES_04, Section ES_04-16",LIT54A,1,m*(y+u)/m = c/m,09/01/2006 09:54,09/01/2006 09:54,09/01/2006 09:54,09/01/2006 09:55,15,15,,1,0,0,2,[SkillRule: Calculate Eliminate Parens; [Typein Skill: Eliminate Parens]],13
281131,t4K5z0e2NZ,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,R2C2,20/01/2006 10:18,20/01/2006 10:19,20/01/2006 10:19,20/01/2006 10:19,4,4,,1,0,0,1,Identifying units,151
281372,t4K5z0e2NZ,"Unit ES_07, Section ES_07-4",LIT66A,1,di-expr,27/02/2006 10:12,27/02/2006 10:12,27/02/2006 10:12,27/02/2006 10:12,3,3,,1,0,0,1,,
281629,t4K5z0e2NZ,"Unit CTA1_12, Section CTA1_12-4",SYSFB04,1,-185+35C = 0,09/03/2006 10:13,09/03/2006 10:13,09/03/2006 10:13,09/03/2006 10:13,17,,17,0,1,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",274~~45
282003,t4K5z0e2NZ,"Unit ES_05, Section ES_05-12",LIT44,1,a*x+b*y = c,20/03/2006 09:45,20/03/2006 09:46,20/03/2006 09:46,20/03/2006 09:46,59,59,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",320
282371,t4K5z0e2NZ,"Unit CTA1_14, Section CTA1_14-4",TPH15,1,R3C1,31/03/2006 09:54,31/03/2006 09:54,31/03/2006 09:54,31/03/2006 09:54,1,1,,1,0,0,1,Define Variable,158
282642,t4K5z0e2NZ,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",YLEX+7,1,ShadeButton1,10/04/2006 10:08,10/04/2006 10:08,10/04/2006 10:08,10/04/2006 10:08,11,11,,1,0,0,1,Shading SIF equation with positive slope~~Including the line when shading~~Shading less than,3~~9~~8
282943,t4K5z0e2NZ,"Unit CTA1_15, Section CTA1_15-3",SYS09,2,XLabel,27/04/2006 10:17,27/04/2006 10:17,27/04/2006 10:17,27/04/2006 10:17,8,8,,1,0,0,1,Labelling the axes,145
283169,t4K5z0e2NZ,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE2TRE,1,R3C2,11/05/2006 10:04,11/05/2006 10:04,11/05/2006 10:04,11/05/2006 10:04,3,3,,1,0,0,1,"Using simple numbers~~Using small numbers~~Write expression, positive slope",407~~337~~142
283319,t4K5z0e2NZ,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-2",EG-FACTOR49,1,a-factor-2,19/05/2006 09:43,19/05/2006 09:43,19/05/2006 09:43,19/05/2006 09:43,41,41,,1,0,0,1,,
283544,t4K5z0e2NZ,"Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1",EG-S-FACTOR13,1,(8?sqrt(8^2-4*7*1))/(2*7) = x,22/05/2006 10:11,22/05/2006 10:11,22/05/2006 10:11,22/05/2006 10:11,8,8,,1,0,0,1,,
283843,tlJn3I40bf,"Unit CTA1_01, Section CTA1_01-4",L1FB12B,1,R3C2,12/09/2005 09:19,12/09/2005 09:20,12/09/2005 09:20,12/09/2005 09:20,78,,78,0,1,0,1,"Using simple numbers~~Using small numbers~~Write expression, positive slope",72~~32~~19
284008,tlJn3I40bf,"Unit CTA1_02, Section CTA1_02-3",L3NOV10C,1,yMin,29/09/2005 09:20,29/09/2005 09:20,29/09/2005 09:20,29/09/2005 09:20,1,1,,1,0,0,1,Changing axis bounds,14
284243,tlJn3I40bf,"Unit ES_01, Section ES_01-6",EG21,9,x = -2-2,06/10/2005 10:48,06/10/2005 10:48,06/10/2005 10:48,06/10/2005 10:48,4,4,,1,0,0,1,"[SkillRule: Select Combine Terms; CLT]~~[SkillRule: Consolidate vars, no coeff; CLT]",18~~48
284490,tlJn3I40bf,"Unit CTA1_04, Section CTA1_04-3",PERCENT14,1,R4C1,12/10/2005 15:16,12/10/2005 15:17,12/10/2005 15:17,12/10/2005 15:17,10,10,,1,0,0,1,Entering a given,145
284651,tlJn3I40bf,"Unit ES_02, Section ES_02-6",EG40,4,-7x-1 = 8,14/10/2005 09:22,14/10/2005 09:22,14/10/2005 09:22,14/10/2005 09:22,18,18,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",45~~10
284856,tlJn3I40bf,"Unit CTA1_13, Section CTA1_13-1",PROP09,1,R7C2,20/10/2005 09:22,20/10/2005 09:22,20/10/2005 09:22,20/10/2005 09:22,10,10,,1,0,0,1,Entering a given,191
285197,tlJn3I40bf,"Unit CTA1_06, Section CTA1_06-3",JAN05,1,7500+155V = 92440,28/10/2005 09:16,28/10/2005 09:16,28/10/2005 09:16,28/10/2005 09:16,13,13,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",83
285667,tlJn3I40bf,"Unit ES_03, Section ES_03-6",EG53,1,-5.1+2.1 = 3.1x-2.1+2.1,06/12/2005 15:07,06/12/2005 15:07,06/12/2005 15:07,06/12/2005 15:08,59,59,,1,2,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",24
285982,tlJn3I40bf,"Unit CTA1_08, Section CTA1_08-3",L5FB02,1,Formula 1 Coeff 0,20/12/2005 09:59,20/12/2005 09:59,20/12/2005 09:59,20/12/2005 09:59,26,26,,1,0,0,1,Setting the y-intercept,17
286360,tlJn3I40bf,"Unit ES_04, Section ES_04-14",LIT20A,3,s/d*d = (f-c)*d,24/01/2006 13:50,24/01/2006 13:50,24/01/2006 13:50,24/01/2006 13:51,42,42,,1,0,0,2,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]",65~~71
286795,tlJn3I40bf,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,1,R7C2,07/03/2006 10:17,07/03/2006 10:17,07/03/2006 10:17,07/03/2006 10:17,10,10,,1,0,0,1,Entering a given,362
287002,tlJn3I40bf,"Unit ES_07, Section ES_07-6",LIT81A,1,a*h-7g+7g = q*k+7g,13/03/2006 10:11,13/03/2006 10:11,13/03/2006 10:11,13/03/2006 10:11,19,19,,1,0,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",79
287210,tlJn3I40bf,"Unit CTA1_12, Section CTA1_12-4",SYSFB04,1,xScale,27/03/2006 10:12,27/03/2006 10:12,27/03/2006 10:12,27/03/2006 10:13,38,38,,1,0,0,2,Changing axis intervals,88
287571,tlJn3I40bf,"Unit ES_05, Section ES_05-10",EG62,2,35.57y+(-34.54) = 33.93,10/04/2006 09:15,10/04/2006 09:15,10/04/2006 09:15,10/04/2006 09:15,20,20,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",329
287955,tlJn3I40bf,"Unit CTA1_14, Section CTA1_14-4",IPCRETIREMENT,1,625000-259000/7*Y = 0,22/05/2006 09:20,22/05/2006 09:21,22/05/2006 09:21,22/05/2006 09:21,14,14,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",372
288215,tyU2s0MBzm,"Unit CTA1_01, Section CTA1_01-3",L5FB03A,1,R5C1,09/09/2005 09:23,09/09/2005 09:23,09/09/2005 09:23,09/09/2005 09:23,6,6,,1,0,0,1,Entering a given,52
288484,tyU2s0MBzm,"Unit CTA1_02, Section CTA1_02-4",REAL28,1,XLabel,20/09/2005 13:07,20/09/2005 13:07,20/09/2005 13:07,20/09/2005 13:07,15,15,,1,0,0,1,Labelling the axes,22
288776,tyU2s0MBzm,"Unit ES_01, Section ES_01-9",EG23,1,0/8 = 8x/8,26/09/2005 09:11,26/09/2005 09:11,26/09/2005 09:11,26/09/2005 09:12,30,30,,1,1,0,2,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],3
288955,tyU2s0MBzm,"Unit CTA1_04, Section CTA1_04-2",BH1T02,1,N*10.5 = 2200,30/09/2005 08:49,30/09/2005 08:49,30/09/2005 08:49,30/09/2005 08:49,13,13,,1,0,0,1,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",25~~35
289361,tyU2s0MBzm,"Unit ES_02, Section ES_02-10",EG44,3,-6y/-6 = -3/-6,07/10/2005 09:18,07/10/2005 09:19,07/10/2005 09:19,07/10/2005 09:19,22,22,,1,0,0,2,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],21
289463,tyU2s0MBzm,"Unit CTA1_13, Section CTA1_13-1",PROP10,3,R7C1,14/10/2005 08:37,14/10/2005 08:37,14/10/2005 08:37,14/10/2005 08:37,8,8,,1,0,0,1,Entering a given,206
290041,tyU2s0MBzm,"Unit CTA1_06, Section CTA1_06-5",FBSMR1,2,R5C1,31/10/2005 10:07,31/10/2005 10:08,31/10/2005 10:08,31/10/2005 10:08,6,6,,1,0,0,1,"Using simple numbers~~Using small numbers~~Find X, Simple",200~~183~~27
290398,tyU2s0MBzm,"Unit ES_03, Section ES_03-6",EG52A,2,34.3+27.8 = -18x-27.8+27.8,16/11/2005 14:13,16/11/2005 14:14,16/11/2005 14:14,16/11/2005 14:14,63,63,,1,0,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",47
290691,tyU2s0MBzm,"Unit CTA1_08, Section CTA1_08-3",DEC04,1,XLabel,21/11/2005 10:20,21/11/2005 10:20,21/11/2005 10:20,21/11/2005 10:20,8,8,,1,0,0,1,Labelling the axes,102
291133,tyU2s0MBzm,"Unit ES_04, Section ES_04-16",LIT55,1,(y-3)/m+7 = x-7+7,05/12/2005 10:14,05/12/2005 10:14,05/12/2005 10:14,05/12/2005 10:15,68,68,,1,0,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",92
291372,tyU2s0MBzm,"Unit CTA1_10, Section CTA1_10-6",DISTFB11_SP,1,N-30 = 680/7,19/12/2005 10:02,19/12/2005 10:02,19/12/2005 10:02,19/12/2005 10:02,5,5,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",279
291542,tyU2s0MBzm,"Unit ES_07, Section ES_07-4",LIT63A,1,n*(t-z) = c*j+h*r,20/12/2005 10:17,20/12/2005 10:17,20/12/2005 10:17,20/12/2005 10:17,13,13,,1,0,0,1,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",299
291940,tyU2s0MBzm,"Unit CTA1_12, Section CTA1_12-5",SYSFB05,2,xMax,06/01/2006 11:32,06/01/2006 11:34,06/01/2006 11:34,06/01/2006 11:34,114,114,,1,0,0,1,Changing axis bounds,157
292500,tyU2s0MBzm,"Unit ES_05, Section ES_05-8",EG61,5,1.5x+1.06 = 0x,27/01/2006 14:05,27/01/2006 14:06,27/01/2006 14:06,27/01/2006 14:06,33,33,,1,0,0,1,"[SkillRule: Consolidate vars, any; {Combine variables to right, sub; Combine variables to right, add; Combine variables to right, gen; Combine variables to right; Combine variables to left, add; Combine variables to left, sub; Combine variables to left, gen; ax+b=cx; ax+b=cx, move left; ax+b=cx+d, pos; ax+b=cx+d, neg; ax+b=cx+d, move right; ax+b=cx+d, move two; ax+b=cx+d, move two2; x+b=cx+d, pos; x+b=cx+d, neg; x+b=cx+d, move right; x+b=cx+d, move two; x+b=cx+d, move two2; ax+b=x+d, pos; ax+b=x+d, neg; ax+b=x+d, move right; ax+b=x+d, move two; ax+b=x+d, move two2; x+b=x+d, pos; x+b=x+d, neg; x+b=x+d, move right; x+b=x+d, move two; x+b=x+d, move two2}]",69
293099,tyU2s0MBzm,"Unit CTA1_14, Section CTA1_14-4",2PTFB18,1,R4C1,09/02/2006 13:56,09/02/2006 13:56,09/02/2006 13:56,09/02/2006 13:56,15,15,,1,0,0,1,Entering a given,498
293351,tyU2s0MBzm,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",YLT3X+5,1,GraphChoice1,13/02/2006 14:01,13/02/2006 14:01,13/02/2006 14:01,13/02/2006 14:01,3,3,,1,0,0,1,,
293645,tyU2s0MBzm,"Unit CTA1_15, Section CTA1_15-3",SYS07,1,3000-120X = 1500,17/02/2006 12:07,17/02/2006 12:07,17/02/2006 12:07,17/02/2006 12:07,7,7,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",448
293880,tyU2s0MBzm,"Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1",NEWSQUARE2TRE,1,R2C1,24/02/2006 09:38,24/02/2006 09:38,24/02/2006 09:38,24/02/2006 09:38,7,7,,1,0,0,1,Identifying units,291
294033,tyU2s0MBzm,"Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-2",EG-FACTOR49,1,2x^2+5x+3,03/03/2006 10:11,03/03/2006 10:11,03/03/2006 10:11,03/03/2006 10:11,7,7,,1,0,0,1,,
294288,tyU2s0MBzm,"Unit QUADRATICS-SOLVING_ES, Section QUADRATICS-SOLVING_ES-1",EG-S-FACTOR11,1,5x^2+6x+1 = 0,07/03/2006 11:35,07/03/2006 11:35,07/03/2006 11:35,07/03/2006 11:35,5,5,,1,0,0,1,,
294641,tyU2s0MBzm,"Unit QUAD-VERTICAL-MOTION, Section QUAD-VERTICAL-MOTION-1",NEWQUAD7TRE,1,R4C2,13/03/2006 10:15,13/03/2006 10:15,13/03/2006 10:15,13/03/2006 10:15,21,21,,1,0,0,1,Entering a given~~Entering a given quadratic value,637~~39
294789,tyU2s0MBzm,"Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3",EG-EPS01,1,constant factors2R1,16/03/2006 09:57,16/03/2006 09:57,16/03/2006 09:57,16/03/2006 09:57,3,3,,1,0,0,1,,
294922,tyU2s0MBzm,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-2",EG-EQS07,2,row1-D-y,16/03/2006 13:57,16/03/2006 13:57,16/03/2006 13:57,16/03/2006 13:57,4,4,,1,0,0,1,,
295310,tyU2s0MBzm,"Unit CTA1_20, Section CTA1_20-2",2PTFB19,1,R3C2,24/03/2006 09:46,24/03/2006 09:46,24/03/2006 09:47,24/03/2006 09:47,72,,72,0,2,0,1,"Using small numbers~~Using difficult numbers~~Write expression, two points",439~~204~~20
295483,tyU2s0MBzm,"Unit CTA1_21, Section CTA1_21-2",BH1T49,1,Formula 1 Coeff 1,24/03/2006 14:09,24/03/2006 14:09,24/03/2006 14:09,24/03/2006 14:09,6,,6,0,1,0,1,Setting the slope,28
295764,tyU2s0MBzm,"Unit CTA1_22, Section CTA1_22-1",SYSFB20,1,R1C2,31/03/2006 10:14,31/03/2006 10:14,31/03/2006 10:14,31/03/2006 10:14,21,21,,1,0,0,1,,
295865,tyU2s0MBzm,"Unit ES_06, Section ES_06-1",EG63A,2,-940.79-671.83(x-239.83) = -143.69+645.36x*(-562/(363x)+852.66),03/04/2006 13:15,03/04/2006 13:16,03/04/2006 13:16,03/04/2006 13:16,27,27,,1,0,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",518
295944,tyU2s0MBzm,"Unit CTA1_24, Section CTA1_24-1",PERCENT07,1,R3C2,06/04/2006 10:06,06/04/2006 10:06,06/04/2006 10:06,06/04/2006 10:06,15,15,,1,0,0,1,"Using small numbers~~Write expression, positive slope~~Using difficult numbers",468~~180~~248
296134,tyU2s0MBzm,"Unit CTA1_25, Section CTA1_25-1",PROP11,1,R3C1,11/04/2006 12:47,11/04/2006 12:47,11/04/2006 12:47,11/04/2006 12:47,4,4,,1,0,0,1,Define Variable,248
296321,tyU2s0MBzm,"Unit CTA1_26, Section CTA1_26-1",L3NOV08,1,yMax,20/04/2006 14:12,20/04/2006 14:12,20/04/2006 14:12,20/04/2006 14:12,4,4,,1,0,0,1,Changing axis bounds,289
296526,tyU2s0MBzm,"Unit CTA1_27, Section CTA1_27-1",REAL02,2,ValidEquations,21/04/2006 11:42,21/04/2006 11:43,21/04/2006 11:43,21/04/2006 11:43,16,16,,1,0,0,2,,
297746,tyU2s0MBzm,"Unit QuadLinearFuncTrans, Section QLFuncTrans11",TRANSFORMN029,1,ParentCurveChoice,27/04/2006 13:24,27/04/2006 13:24,27/04/2006 13:24,27/04/2006 13:24,1,1,,1,0,0,1,Identify Parent Curve,113
298011,X5eS5kvC8h,"Unit CTA1_01, Section CTA1_01-4",L1FB12,1,R5C1,09/09/2005 09:00,09/09/2005 09:00,09/09/2005 09:00,09/09/2005 09:00,11,11,,1,0,0,1,Entering a given,36
298283,X5eS5kvC8h,"Unit CTA1_02, Section CTA1_02-4",REAL19,1,R3C1,23/09/2005 08:56,23/09/2005 08:57,23/09/2005 08:57,23/09/2005 08:57,5,5,,1,0,0,1,Define Variable,29
298480,X5eS5kvC8h,"Unit ES_01, Section ES_01-6",EG21,6,6+x-6 = -9-6,29/09/2005 08:49,29/09/2005 08:49,29/09/2005 08:49,29/09/2005 08:49,6,6,,1,0,0,1,"[SkillRule: Consolidate vars, no coeff; CLT]",38
298689,X5eS5kvC8h,"Unit CTA1_04, Section CTA1_04-2",BH1T32,1,R1C1,07/10/2005 08:55,07/10/2005 08:55,07/10/2005 08:55,07/10/2005 08:55,26,26,,1,0,0,1,,
298964,X5eS5kvC8h,"Unit ES_02, Section ES_02-6",EG40,1,-9-3x+9 = 10+9,17/10/2005 08:43,17/10/2005 08:44,17/10/2005 08:46,17/10/2005 08:46,175,,175,0,7,0,2,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",12
299138,X5eS5kvC8h,"Unit CTA1_13, Section CTA1_13-1",PROP12,1,R1C2,28/10/2005 08:43,28/10/2005 08:45,28/10/2005 08:46,28/10/2005 08:46,123,,123,0,1,0,1,,
299704,X5eS5kvC8h,"Unit CTA1_06, Section CTA1_06-5",FBSMR3,2,0.99-0.05X = 0.44,02/12/2005 10:00,02/12/2005 10:00,02/12/2005 10:00,02/12/2005 10:00,28,,28,0,1,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",97
300093,X5eS5kvC8h,"Unit ES_03, Section ES_03-8",LIT11A,2,constant terms1R1,20/12/2005 10:00,20/12/2005 10:00,20/12/2005 10:00,20/12/2005 10:00,4,4,,1,0,0,1,,
300221,X5eS5kvC8h,"Unit CTA1_08, Section CTA1_08-3",DEC04,1,R3C1,03/01/2006 10:03,03/01/2006 10:03,03/01/2006 10:03,03/01/2006 10:03,2,2,,1,0,0,1,Define Variable,88
300575,X5eS5kvC8h,"Unit ES_04, Section ES_04-16",LIT55,1,(y-3)/m = x-7,20/01/2006 10:03,20/01/2006 10:03,20/01/2006 10:03,20/01/2006 10:03,31,,31,0,1,0,1,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",198
300757,X5eS5kvC8h,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,R3C1,27/01/2006 10:13,27/01/2006 10:13,27/01/2006 10:13,27/01/2006 10:13,6,6,,1,0,0,1,Define Variable,103
